,Unnamed: 0,Vehicle_ID,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc
2517,4158749,1210,7559,2418,15.866,53.414,11.12,0.0
4533,4784527,1210,7560,2418,15.826,54.524,11.12,0.0
3675,2853731,1210,7561,2418,15.787,55.636,11.12,0.0
4516,5940164,1210,7562,2418,15.747,56.747,11.12,0.0
3896,8172505,1210,7563,2418,15.708,57.859,11.12,0.0
4746,1567014,1210,7564,2418,15.668,58.97,11.12,0.0
2581,2344356,1210,7565,2418,15.629,60.081,11.12,0.0
4635,4763009,1210,7566,2418,15.589,61.192,11.12,0.0
3040,8447785,1210,7567,2418,15.549,62.303,11.12,0.0
3353,7644107,1210,7568,2418,15.51,63.415,11.12,0.0
2657,7708589,1210,7569,2418,15.47,64.52600000000001,11.12,0.0
4758,4739180,1210,7570,2418,15.43,65.638,11.12,0.0
3868,7095320,1210,7571,2418,15.390999999999998,66.749,11.12,0.0
3715,3198557,1210,7572,2418,15.351,67.86,11.12,0.0
3114,7613347,1210,7573,2418,15.312,68.971,11.12,0.0
4224,1147234,1210,7574,2418,15.272,70.082,11.12,0.0
2853,2791300,1210,7575,2418,15.233,71.194,11.12,0.0
2597,6956563,1210,7576,2418,15.194,72.305,11.12,0.0
3479,1925960,1210,7577,2418,15.154000000000002,73.416,11.12,0.0
3237,1036752,1210,7578,2418,15.114,74.527,11.12,0.0
3149,6908959,1210,7579,2418,15.074000000000002,75.639,11.12,0.0
3924,6812695,1210,7580,2418,15.035,76.75,11.12,0.0
3624,4027229,1210,7581,2418,14.995,77.862,11.12,0.0
2543,7995629,1210,7582,2418,14.956,78.973,11.12,0.0
3694,7630322,1210,7583,2418,14.916,80.084,11.12,0.0
3514,7469832,1210,7584,2418,14.877,81.193,11.14,0.34
4683,7129560,1210,7585,2418,14.837,82.31,11.15,0.0
3234,1808177,1210,7586,2418,14.796,83.447,10.93,-3.52
4024,2734059,1210,7587,2418,14.758,84.564,10.22,-10.18
3513,154960,1210,7588,2418,14.725,85.516,8.91,-11.21
3333,484980,1210,7589,2418,14.697,86.31,7.11,-11.21
3764,2139860,1210,7590,2418,14.673,86.92399999999998,5.15,-11.21
4387,864538,1210,7591,2418,14.654000000000002,87.35700000000001,3.38,-11.22
4468,7090773,1210,7592,2418,14.640999999999998,87.633,1.94,-11.22
4654,3448367,1210,7593,2418,14.636,87.74700000000001,0.91,-7.91
3991,6264597,1210,7594,2418,14.635,87.773,0.32,-4.1
2594,4731918,1210,7595,2418,14.635,87.766,0.04,-1.29
4019,5167877,1210,7596,2418,14.636,87.75200000000002,0.04,-0.23
3200,1985131,1210,7597,2418,14.636,87.74799999999998,0.0,0.25
2665,8386040,1210,7598,2418,14.636,87.75,0.0,0.0
4120,3737483,1210,7599,2418,14.636,87.75,0.0,0.0
3673,7953122,1210,7600,2418,14.636,87.75,0.0,0.0
2993,2004246,1210,7601,2418,14.636,87.75,0.0,0.0
4513,4239895,1210,7602,2418,14.636,87.75,0.0,0.0
2534,2069317,1210,7603,2418,14.636,87.75,0.0,0.0
4576,4582982,1210,7604,2418,14.636,87.75,0.0,0.0
4154,8236356,1210,7605,2418,14.636,87.75,0.0,0.0
4345,7237008,1210,7606,2418,14.636,87.75,0.0,0.0
3985,3377993,1210,7607,2418,14.636,87.749,0.0,0.0
2885,3251667,1210,7608,2418,14.636,87.749,0.0,0.13
2435,4727402,1210,7609,2418,14.636,87.749,0.0,0.27
3794,6312041,1210,7610,2418,14.637,87.75299999999999,0.06,0.35
3813,2222210,1210,7611,2418,14.638,87.76100000000002,0.09,0.29
3175,974234,1210,7612,2418,14.64,87.772,0.11,0.14
3750,1129732,1210,7613,2418,14.643,87.78399999999998,0.11,0.0
2502,33680,1210,7614,2418,14.646,87.796,0.11,-0.03
2438,680356,1210,7615,2418,14.649,87.807,0.11,0.0
4002,6140847,1210,7616,2418,14.651,87.818,0.11,0.0
4634,3548613,1210,7617,2418,14.654000000000002,87.83,0.11,0.0
4046,8467318,1210,7618,2418,14.656,87.84100000000002,0.11,0.0
4718,4186841,1210,7619,2418,14.658,87.852,0.11,0.0
4253,894643,1210,7620,2418,14.661,87.863,0.11,0.0
3106,5400057,1210,7621,2418,14.663,87.875,0.11,0.0
3702,165434,1210,7622,2418,14.665,87.88600000000002,0.11,0.0
3112,1839816,1210,7623,2418,14.668,87.897,0.11,0.0
4204,508597,1210,7624,2418,14.671,87.90799999999999,0.11,0.0
3483,3218078,1210,7625,2418,14.674,87.92,0.11,0.0
2564,1900521,1210,7626,2418,14.675999999999998,87.931,0.11,0.0
4511,8284191,1210,7627,2418,14.678,87.943,0.11,0.0
3346,7641382,1210,7628,2418,14.681,87.954,0.11,0.0
4290,2695012,1210,7629,2418,14.683,87.965,0.11,0.0
3765,821273,1210,7630,2418,14.686,87.977,0.11,0.0
4374,1642559,1210,7631,2418,14.688,87.988,0.11,0.0
2579,1898348,1210,7632,2418,14.69,87.999,0.11,0.0
4295,2713515,1210,7633,2418,14.693,88.01,0.11,0.0
3424,7772701,1210,7634,2418,14.695,88.022,0.11,0.0
3982,48727,1210,7635,2418,14.698,88.03299999999999,0.11,0.0
