,Unnamed: 0,Vehicle_ID,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc
12367,880678,2435,8813,2286,30.374,66.493,2.22,0.0
12899,1027013,2435,8814,2286,30.376,67.067,2.22,0.0
13650,1495936,2435,8815,2286,30.376,67.067,2.22,0.0
14035,4949990,2435,8816,2286,30.376,67.067,2.22,0.0
14068,4160514,2435,8817,2286,30.376,67.067,2.22,0.0
12688,4510758,2435,8818,2286,30.376,67.395,2.22,4.4
13914,4431692,2435,8819,2286,30.375,67.697,2.26,-4.29
13678,4479241,2435,8820,2286,30.376,67.937,1.66,-8.79
13227,4444876,2435,8821,2286,30.376,68.042,0.98,-5.98
13585,6064,2435,8822,2286,30.376,68.071,0.71,0.19
13932,3554706,2435,8823,2286,30.376,68.112,0.9,4.64
12608,1290390,2435,8824,2286,30.376,68.23100000000001,1.22,3.1
11991,6777801,2435,8825,2286,30.376,68.403,1.25,-2.33
13003,5716110,2435,8826,2286,30.376,68.541,0.92,-5.48
12104,3458987,2435,8827,2286,30.375,68.601,0.45,-4.42
14039,3007083,2435,8828,2286,30.375,68.60600000000001,0.13,-1.78
13075,1411441,2435,8829,2286,30.375,68.60600000000001,0.0,0.0
14198,3244944,2435,8830,2286,30.375,68.60600000000001,0.0,0.0
13894,5743391,2435,8831,2286,30.376,68.60600000000001,0.0,0.0
12746,3414042,2435,8832,2286,30.377,68.615,1.14,9.52
13116,5018437,2435,8833,2286,30.377,68.78,1.95,8.6
12533,6140140,2435,8834,2286,30.376,69.066,2.36,0.73
12470,82377,2435,8835,2286,30.375,69.355,2.13,-6.59
12127,3467689,2435,8836,2286,30.375,69.53699999999999,1.62,-5.83
12940,479971,2435,8837,2286,30.375,69.637,1.29,-0.52
13718,2110016,2435,8838,2286,30.375,69.74600000000001,1.24,1.25
12823,3793769,2435,8839,2286,30.375,69.888,1.26,-0.84
13550,4053686,2435,8840,2286,30.374,70.016,1.21,-1.34
13184,944976,2435,8841,2286,30.374,70.116,1.2,1.12
12806,1598892,2435,8842,2286,30.375,70.22800000000001,1.37,2.89
12568,5270300,2435,8843,2286,30.375,70.384,1.6,1.99
14184,3288063,2435,8844,2286,30.375,70.568,1.7,-0.02
12059,5661143,2435,8845,2286,30.375,70.751,1.6,-2.01
12606,4535073,2435,8846,2286,30.375,70.908,1.35,-3.12
11936,1251815,2435,8847,2286,30.374,71.017,1.17,-1.33
13918,3712953,2435,8848,2286,30.374,71.09899999999998,1.28,3.15
12403,3959024,2435,8849,2286,30.375,71.222,1.69,5.96
12266,6758163,2435,8850,2286,30.375,71.435,2.09,3.34
13304,6921793,2435,8851,2286,30.375,71.7,2.11,-2.87
12449,5288301,2435,8852,2286,30.375,71.929,1.65,-7.28
12715,102628,2435,8853,2286,30.375,72.058,0.97,-7.06
12827,3421957,2435,8854,2286,30.374,72.094,0.48,-3.11
13785,8828,2435,8855,2286,30.375,72.094,0.0,0.0
12581,5665079,2435,8856,2286,30.375,72.127,0.76,5.0
13688,138714,2435,8857,2286,30.375,72.237,1.11,3.08
13551,1836741,2435,8858,2286,30.374,72.38600000000002,1.24,-0.59
12169,777588,2435,8859,2286,30.376,72.516,1.21,-1.33
13192,3085989,2435,8860,2286,30.376,72.616,1.2,1.12
12683,2694405,2435,8861,2286,30.375,72.72800000000002,1.37,2.89
13038,3569068,2435,8862,2286,30.374,72.88600000000002,1.58,1.74
13282,2374997,2435,8863,2286,30.375,73.066,1.66,-0.25
13166,948195,2435,8864,2286,30.375,73.233,1.65,-0.46
12734,2532534,2435,8865,2286,30.374,73.382,1.74,1.77
13564,6402556,2435,8866,2286,30.374,73.546,2.06,4.8
12384,5824799,2435,8867,2286,30.374,73.779,2.46,4.15
12441,5301474,2435,8868,2286,30.375,74.081,2.52,-1.71
13691,830372,2435,8869,2286,30.374,74.361,2.12,-7.19
12855,6502152,2435,8870,2286,30.374,74.535,1.57,-5.89
13763,1873465,2435,8871,2286,30.373,74.619,1.34,1.02
12631,2583041,2435,8872,2286,30.374,74.723,1.62,5.9
13880,5897667,2435,8873,2286,30.375,74.916,2.11,4.92
13158,2990348,2435,8874,2286,30.375,75.17399999999998,2.45,1.57
12005,1559611,2435,8875,2286,30.374,75.44,2.56,0.0
13905,4695150,2435,8876,2286,30.374,75.697,2.56,-0.05
13607,6379482,2435,8877,2286,30.374,75.961,2.45,-1.58
12634,2437746,2435,8878,2286,30.374,76.217,2.12,-4.65
12460,4594049,2435,8879,2286,30.374,76.417,1.63,-6.07
13214,1188179,2435,8880,2286,30.374,76.531,1.22,-3.07
13056,3223260,2435,8881,2286,30.373,76.593,1.28,3.85
12919,4959548,2435,8882,2286,30.385,76.692,1.99,10.78
14127,4303710,2435,8883,2286,30.368,76.957,3.23,11.2
13757,6428309,2435,8884,2286,30.326,77.358,4.74,11.2
13322,5145544,2435,8885,2286,30.251,77.906,6.27,11.2
13007,2871662,2435,8886,2286,30.183000000000003,78.593,7.49,10.53
13776,3549417,2435,8887,2286,30.173,79.43,8.26,4.98
13185,3215656,2435,8888,2286,30.183000000000003,80.312,8.58,0.66
14141,737564,2435,8889,2286,30.184,81.184,8.61,-0.52
11922,1501977,2435,8890,2286,30.184,82.039,8.58,-0.09
14021,145370,2435,8891,2286,30.184,82.896,8.57,0.0
12087,5584325,2435,8892,2286,30.184,83.75299999999999,8.57,0.0
13215,4018274,2435,8893,2286,30.184,84.61,8.57,0.0
12737,895676,2435,8894,2286,30.185,85.46700000000001,8.57,0.0
12706,524751,2435,8895,2286,30.184,86.324,8.57,0.0
12141,3543515,2435,8896,2286,30.184,87.182,8.57,0.0
12743,4237115,2435,8897,2286,30.185,88.039,8.57,0.0
13630,1049451,2435,8898,2286,30.185,88.896,8.57,0.0
13770,6683667,2435,8899,2286,30.184,89.75299999999999,8.57,0.0
13186,4868364,2435,8900,2286,30.185,90.61,8.57,0.0
13829,4383332,2435,8901,2286,30.185,91.464,8.6,0.5
13354,1973451,2435,8902,2286,30.184,92.332,8.61,-0.12
13685,5357037,2435,8903,2286,30.185,93.216,8.36,-3.98
13281,3665606,2435,8904,2286,30.184,94.068,7.66,-9.74
13105,5020919,2435,8905,2286,30.173,94.782,6.49,-11.2
13574,5883727,2435,8906,2286,30.177,95.363,5.11,-11.2
13149,6882739,2435,8907,2286,30.197,95.797,4.07,-7.79
11978,7047195,2435,8908,2286,30.209,96.119,3.64,-0.7
12436,6806652,2435,8909,2286,30.223000000000006,96.451,3.67,2.92
12976,4107174,2435,8910,2286,30.236,96.835,3.9,2.0
13698,2325715,2435,8911,2286,30.248,97.25,4.02,0.0
13403,6219381,2435,8912,2286,30.26,97.655,4.02,-0.25
13779,2083558,2435,8913,2286,30.273000000000003,98.053,4.0,0.0
13238,6399449,2435,8914,2286,30.286,98.453,4.0,0.0
13737,2762781,2435,8915,2286,30.298,98.853,4.0,0.0
13783,1913325,2435,8916,2286,30.31,99.253,4.0,0.0
13565,1962274,2435,8917,2286,30.323,99.653,4.0,0.0
12352,392522,2435,8918,2286,30.336,100.053,4.0,0.0
14012,2341288,2435,8919,2286,30.348000000000006,100.453,4.0,0.0
12400,5089428,2435,8920,2286,30.36,100.853,4.0,0.0
13877,3264979,2435,8921,2286,30.374,101.253,4.0,0.0
13771,6450280,2435,8922,2286,30.386,101.653,4.0,0.0
13931,232946,2435,8923,2286,30.398000000000003,102.053,4.0,0.0
13791,7030657,2435,8924,2286,30.411,102.453,4.0,0.0
12230,6801066,2435,8925,2286,30.424,102.853,4.0,0.0
12965,2967363,2435,8926,2286,30.436,103.253,4.0,0.0
12477,5290056,2435,8927,2286,30.448,103.653,4.0,0.0
13219,946258,2435,8928,2286,30.461,104.053,4.0,0.0
12731,2230958,2435,8929,2286,30.474,104.453,4.0,0.0
14192,588844,2435,8930,2286,30.486,104.853,4.0,0.0
13742,4304379,2435,8931,2286,30.498,105.253,4.0,0.0
14135,1355063,2435,8932,2286,30.512,105.653,4.0,0.0
13915,4083599,2435,8933,2286,30.524,106.053,4.0,0.0
12941,428834,2435,8934,2286,30.536,106.453,4.0,0.0
13042,4724081,2435,8935,2286,30.549,106.853,4.0,0.0
13337,6705213,2435,8936,2286,30.562,107.253,4.0,0.0
12655,6307327,2435,8937,2286,30.574,107.653,4.0,0.0
14038,318021,2435,8938,2286,30.586,108.055,3.98,-0.27
13921,235724,2435,8939,2286,30.599,108.453,3.94,-0.5
12183,2280814,2435,8940,2286,30.612,108.844,3.92,-0.24
12151,5661446,2435,8941,2286,30.624,109.232,3.91,0.09
13538,4705312,2435,8942,2286,30.637,109.622,3.91,0.2
13857,4733004,2435,8943,2286,30.65,110.009,3.98,0.9
13433,2383762,2435,8944,2286,30.664,110.397,4.23,3.44
12349,1522219,2435,8945,2286,30.677,110.813,4.75,7.03
13782,1899029,2435,8946,2286,30.686,111.309,5.5,8.74
12380,394105,2435,8947,2286,30.691,111.913,6.26,7.01
