,Unnamed: 0,Vehicle_ID,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc
11826,4615660,1325,7315,2306,51.216,48.69300000000001,0.0,0.0
10754,3932618,1325,7316,2306,52.214,48.655,0.0,0.0
11615,7905362,1325,7317,2306,52.214,48.655,0.0,0.0
10555,1348449,1325,7318,2306,52.214,48.655,0.0,0.0
10541,8109317,1325,7319,2306,52.214,48.655,0.0,0.0
10879,5742684,1325,7320,2306,52.214,48.655,0.0,0.0
10532,2351667,1325,7321,2306,52.214,48.655,0.0,0.0
10519,5139430,1325,7322,2306,52.214,48.655,0.0,0.0
10824,7169629,1325,7323,2306,52.214,48.655,0.0,0.0
11709,3405686,1325,7324,2306,52.214,48.655,0.0,0.0
10357,3825115,1325,7325,2306,52.214,48.655,0.0,0.0
11608,5293941,1325,7326,2306,52.214,48.655,0.0,0.0
11770,4941724,1325,7327,2306,52.214,48.655,0.0,0.0
11077,372331,1325,7328,2306,52.214,48.655,0.0,0.0
9975,4266860,1325,7329,2306,52.214,48.655,0.0,0.0
10305,8023263,1325,7330,2306,52.214,48.655,0.0,0.0
10135,4858599,1325,7331,2306,52.214,48.655,0.0,0.0
9967,90418,1325,7332,2306,52.214,48.655,0.0,0.0
11439,379615,1325,7333,2306,52.214,48.655,0.0,0.0
11685,394418,1325,7334,2306,52.214,48.655,0.0,0.0
10773,1034180,1325,7335,2306,52.214,48.655,0.0,0.0
10309,4493698,1325,7336,2306,52.214,48.655,0.0,0.0
10850,7735517,1325,7337,2306,52.214,48.655,0.0,0.0
10303,6225645,1325,7338,2306,52.214,48.655,0.0,0.0
10779,1033239,1325,7339,2306,52.214,48.655,0.0,0.0
11051,4781957,1325,7340,2306,52.214,48.655,0.0,0.0
10442,7472865,1325,7341,2306,52.214,48.655,0.0,0.0
10198,3728747,1325,7342,2306,52.214,48.655,0.0,0.0
10694,6355296,1325,7343,2306,52.214,48.655,0.0,0.0
10182,337352,1325,7344,2306,52.214,48.655,0.0,0.0
10802,6244134,1325,7345,2306,52.214,48.655,0.0,0.0
11856,4617322,1325,7346,2306,52.214,48.655,0.0,0.0
10593,2340494,1325,7347,2306,52.214,48.655,0.0,0.0
10352,6727097,1325,7348,2306,52.214,48.655,0.0,0.0
10897,4349184,1325,7349,2306,52.214,48.655,0.0,0.0
10503,5975067,1325,7350,2306,52.214,48.655,0.0,0.0
11247,7196738,1325,7351,2306,52.214,48.655,0.0,0.0
10328,1076813,1325,7352,2306,52.214,48.655,0.0,0.0
9955,498659,1325,7353,2306,52.214,48.655,0.0,0.0
11618,6070892,1325,7354,2306,52.214,48.655,0.0,0.0
9785,3836742,1325,7355,2306,52.214,48.655,0.0,0.0
11153,7758251,1325,7356,2306,52.214,48.655,0.0,0.0
9775,8618649,1325,7357,2306,52.214,48.655,0.0,0.0
9689,2033476,1325,7358,2306,52.214,48.655,0.0,0.0
11876,7585299,1325,7359,2306,52.214,48.655,0.0,0.0
10270,3332460,1325,7360,2306,52.214,48.655,0.0,0.0
9886,2191608,1325,7361,2306,52.214,48.655,0.0,0.0
9792,23036,1325,7362,2306,52.214,48.655,0.0,0.0
9640,2108333,1325,7363,2306,52.214,48.655,0.0,0.0
11349,7631639,1325,7364,2306,52.214,48.655,0.0,0.0
11319,3865769,1325,7365,2306,52.214,48.655,0.0,0.0
11229,5639897,1325,7366,2306,52.214,48.655,0.0,0.0
9870,8694995,1325,7367,2306,52.214,48.655,0.0,0.0
11466,2633465,1325,7368,2306,52.214,48.655,0.0,0.0
9840,4835361,1325,7369,2306,52.214,48.655,0.0,0.0
10392,5357813,1325,7370,2306,52.214,48.655,0.0,0.0
9991,7389339,1325,7371,2306,52.214,48.655,0.0,0.0
10207,2158562,1325,7372,2306,52.214,48.655,0.0,0.0
10101,4645228,1325,7373,2306,52.214,48.655,0.0,0.0
10329,4541113,1325,7374,2306,52.214,48.655,0.0,0.0
10428,790988,1325,7375,2306,52.214,48.655,0.0,0.0
11174,5168104,1325,7376,2306,52.214,48.655,0.0,0.0
10448,7970051,1325,7377,2306,52.214,48.655,0.0,0.0
9676,8102381,1325,7378,2306,52.214,48.655,0.0,0.0
10102,7416178,1325,7379,2306,52.214,48.655,0.0,0.0
11308,1590837,1325,7380,2306,52.214,48.655,0.0,0.0
10537,5349051,1325,7381,2306,52.214,48.655,0.0,0.0
9837,1091911,1325,7382,2306,52.214,48.655,0.0,0.0
10382,4648796,1325,7383,2306,52.214,48.655,0.0,0.0
10951,7591971,1325,7384,2306,52.214,48.655,0.0,0.0
10912,1829669,1325,7385,2306,52.214,48.655,0.0,0.0
10829,5949636,1325,7386,2306,52.214,48.655,0.0,0.0
11733,3631431,1325,7387,2306,52.214,48.655,0.0,0.0
11408,4040515,1325,7388,2306,52.214,48.655,0.0,0.0
10679,6332508,1325,7389,2306,52.214,48.655,0.0,0.0
11303,4244288,1325,7390,2306,52.214,48.655,0.0,0.0
10666,8167306,1325,7391,2306,52.214,48.655,0.0,0.0
10860,1202081,1325,7392,2306,52.214,48.655,0.0,0.0
10621,5241477,1325,7393,2306,52.214,48.655,0.0,0.0
11167,3003226,1325,7394,2306,52.214,48.655,0.0,0.0
11542,7550759,1325,7395,2306,52.214,48.655,0.0,0.0
11424,5622488,1325,7396,2306,52.214,48.655,0.0,0.0
10263,6651968,1325,7397,2306,52.214,48.655,0.0,0.0
10103,3322623,1325,7398,2306,52.214,48.655,0.0,0.0
11433,5658199,1325,7399,2306,52.214,48.655,0.0,0.0
9868,479747,1325,7400,2306,52.214,48.655,0.0,0.0
11880,808367,1325,7401,2306,52.214,48.655,0.0,0.0
9823,1690545,1325,7402,2306,52.214,48.655,0.0,0.0
11090,1204532,1325,7403,2306,52.214,48.655,0.0,0.0
11304,8418370,1325,7404,2306,52.214,48.655,0.0,0.0
11274,3102662,1325,7405,2306,52.214,48.655,0.0,0.0
9725,4032849,1325,7406,2306,52.214,48.655,0.0,0.0
10432,1086391,1325,7407,2306,52.214,48.655,0.0,0.0
11486,875507,1325,7408,2306,52.214,48.655,0.0,0.0
10084,24620,1325,7409,2306,52.214,48.655,0.0,0.0
9693,2853179,1325,7410,2306,52.214,48.655,0.0,0.0
11002,8275888,1325,7411,2306,52.214,48.655,0.0,0.0
11164,2359565,1325,7412,2306,52.214,48.655,0.0,0.0
9817,1059074,1325,7413,2306,52.214,48.655,0.0,0.0
10324,2438109,1325,7414,2306,52.214,48.655,0.0,0.0
9633,323947,1325,7415,2306,52.214,48.655,0.0,0.0
10513,7291736,1325,7416,2306,52.214,48.655,0.0,0.0
11510,8518813,1325,7417,2306,52.214,48.655,0.0,0.0
11581,6210116,1325,7418,2306,52.214,48.655,0.0,0.0
11163,4095384,1325,7419,2306,52.214,48.655,0.0,0.0
10630,5972930,1325,7420,2306,52.214,48.655,0.0,0.0
9954,7522009,1325,7421,2306,52.214,48.655,0.0,0.0
11492,4126067,1325,7422,2306,52.214,48.655,0.0,0.0
10718,7809737,1325,7423,2306,52.214,48.655,0.0,0.0
10663,6879371,1325,7424,2306,52.214,48.655,0.0,0.0
10287,112092,1325,7425,2306,52.214,48.655,0.0,0.0
10239,1256480,1325,7426,2306,52.214,48.655,0.0,0.0
11759,8441988,1325,7427,2306,52.214,48.655,0.0,0.0
10759,5903725,1325,7428,2306,52.214,48.655,0.0,0.0
9987,5861391,1325,7429,2306,52.214,48.655,0.0,0.0
11045,7624038,1325,7430,2306,52.214,48.655,0.0,0.0
10036,4142547,1325,7431,2306,52.214,48.655,0.0,0.0
9880,7365219,1325,7432,2306,52.214,48.655,0.0,0.0
11245,248837,1325,7433,2306,52.214,48.655,0.0,0.0
10252,1244897,1325,7434,2306,52.214,48.655,0.0,0.0
9778,7369431,1325,7435,2306,52.214,48.655,0.0,0.0
11012,5124919,1325,7436,2306,52.214,48.655,0.0,0.0
11072,6250694,1325,7437,2306,52.214,48.655,0.0,0.0
9654,4832558,1325,7438,2306,52.214,48.655,0.0,0.03
10521,424528,1325,7439,2306,52.214,48.655,0.0,0.07
11456,8526623,1325,7440,2306,52.214,48.657,0.0,-0.14
11225,6023433,1325,7441,2306,52.213,48.661,0.05,0.78
10600,5060134,1325,7442,2306,52.214,48.657,0.16,1.59
11465,7871337,1325,7443,2306,52.219,48.636,0.34,1.98
9646,3281216,1325,7444,2306,52.231,48.591,0.52,1.59
9773,7011758,1325,7445,2306,52.247,48.528,0.63,0.78
9843,7377676,1325,7446,2306,52.265,48.459,0.68,0.13
11497,2915845,1325,7447,2306,52.282,48.39100000000001,0.69,-0.06
11834,4281241,1325,7448,2306,52.299,48.325,0.68,0.0
11181,3937600,1325,7449,2306,52.316,48.26,0.68,0.05
10002,5529377,1325,7450,2306,52.334,48.194,0.69,0.09
