,Unnamed: 0,Vehicle_ID,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc
16272,3747769,1170,6554,2268,13.89,59.104,18.35,0.0
16063,1460196,1170,6555,2268,13.852,60.93899999999999,18.35,0.0
14802,2713662,1170,6556,2268,13.814,62.775,18.35,0.0
15094,3309284,1170,6557,2268,13.775,64.609,18.35,0.0
15622,4360525,1170,6558,2268,13.737,66.444,18.35,0.0
15120,7377346,1170,6559,2268,13.699000000000002,68.279,18.35,0.0
15176,307314,1170,6560,2268,13.66,70.11399999999999,18.35,0.0
16222,2398212,1170,6561,2268,13.622,71.95,18.35,0.0
14771,7844236,1170,6562,2268,13.583,73.785,18.35,0.0
15230,905675,1170,6563,2268,13.545,75.62,18.35,0.0
15814,5001849,1170,6564,2268,13.507,77.455,18.35,0.0
14809,8004191,1170,6565,2268,13.468,79.29,18.35,0.0
14743,6431023,1170,6566,2268,13.43,81.125,18.35,0.0
15458,4795337,1170,6567,2268,13.392,82.96,18.35,0.0
15700,5307591,1170,6568,2268,13.354,84.795,18.35,0.0
16253,6191415,1170,6569,2268,13.315,86.62899999999998,18.35,0.0
14558,4340977,1170,6570,2268,13.277,88.464,18.35,0.0
15898,1368349,1170,6571,2268,13.238,90.299,18.35,0.0
14595,5147569,1170,6572,2268,13.2,92.134,18.35,0.0
16071,7011349,1170,6573,2268,13.162,93.969,18.35,0.0
16099,8548621,1170,6574,2268,13.123,95.804,18.35,0.0
14286,7713423,1170,6575,2268,13.085,97.639,18.35,0.0
15787,626345,1170,6576,2268,13.047,99.474,18.35,0.0
16402,7051605,1170,6577,2268,13.009,101.309,18.35,0.0
14342,4450690,1170,6578,2268,12.97,103.144,18.35,0.0
15511,7871630,1170,6579,2268,12.932,104.979,18.35,0.0
14934,2057005,1170,6580,2268,12.894,106.814,18.35,-0.03
14394,6604337,1170,6581,2268,12.855,108.648,18.34,0.0
15888,3674832,1170,6582,2268,12.817,110.483,18.34,0.0
15461,2539756,1170,6583,2268,12.779000000000002,112.313,18.38,0.62
14932,3970531,1170,6584,2268,12.739,114.164,18.36,-0.64
14531,2496408,1170,6585,2268,12.7,116.035,17.93,-6.71
14254,3123032,1170,6586,2268,12.665,117.8,16.8,-11.23
16435,7097264,1170,6587,2268,12.638,119.37,14.94,-11.23
15542,81726,1170,6588,2268,12.621,120.741,12.56,-11.23
14566,2582739,1170,6589,2268,12.611,121.882,10.17,-11.23
14894,3250166,1170,6590,2268,12.61,122.823,8.32,-11.17
15863,7112778,1170,6591,2268,12.617,123.57,7.19,-6.64
15538,4128124,1170,6592,2268,12.63,124.211,6.76,-0.62
14835,8143085,1170,6593,2268,12.642,124.873,6.74,0.58
16151,1386776,1170,6594,2268,12.653,125.554,6.77,0.0
15633,2474305,1170,6595,2268,12.664,126.231,6.77,0.0
15929,3911860,1170,6596,2268,12.675,126.908,6.77,0.0
14726,6137490,1170,6597,2268,12.686,127.585,6.77,0.0
16364,8538183,1170,6598,2268,12.697,128.257,6.81,0.62
16225,7130729,1170,6599,2268,12.707,128.94899999999998,6.79,-0.45
15781,1776967,1170,6600,2268,12.719,129.658,6.43,-5.65
14885,8020834,1170,6601,2268,12.735,130.30100000000002,5.52,-11.2
14274,7595093,1170,6602,2268,12.752,130.768,4.05,-11.2
16101,1246906,1170,6603,2268,12.765,131.082,2.25,-11.21
16285,4746455,1170,6604,2268,12.772,131.246,0.77,-11.21
14711,1912427,1170,6605,2268,12.774,131.224,0.04,4.25
14963,7472726,1170,6606,2268,12.774,131.156,0.26,-1.56
14659,8340119,1170,6607,2268,12.775,131.13,0.12,-2.04
14564,8421642,1170,6608,2268,12.774,131.143,0.0,0.14
16086,4677098,1170,6609,2268,12.774,131.149,0.0,-0.21
16415,3597772,1170,6610,2268,12.774,131.148,0.0,0.04
15483,7847484,1170,6611,2268,12.773,131.149,0.0,0.0
15455,2217772,1170,6612,2268,12.773,131.151,0.0,0.0
16404,1453300,1170,6613,2268,12.773,131.15200000000002,0.0,0.0
15617,2669844,1170,6614,2268,12.773,131.154,0.0,0.0
15686,2853097,1170,6615,2268,12.773,131.156,0.0,0.0
15736,4464565,1170,6616,2268,12.773,131.158,0.0,0.0
15377,960193,1170,6617,2268,12.773,131.159,0.0,0.0
15037,5062575,1170,6618,2268,12.773,131.161,0.0,0.0
14217,7155429,1170,6619,2268,12.773,131.16299999999998,0.0,0.0
15424,7540020,1170,6620,2268,12.773,131.165,0.0,0.0
15439,5410389,1170,6621,2268,12.773,131.166,0.0,0.0
15165,2114860,1170,6622,2268,12.773,131.168,0.0,0.0
14657,3109376,1170,6623,2268,12.773,131.17,0.0,0.0
16260,5719918,1170,6624,2268,12.773,131.172,0.0,0.0
15917,3673349,1170,6625,2268,12.772,131.173,0.0,0.0
15459,1984983,1170,6626,2268,12.772,131.175,0.0,0.0
15476,8261436,1170,6627,2268,12.772,131.17700000000002,0.0,0.0
15630,8192010,1170,6628,2268,12.772,131.179,0.0,0.0
15116,2754643,1170,6629,2268,12.772,131.18,0.0,0.0
14356,7691435,1170,6630,2268,12.772,131.18200000000002,0.0,0.0
16417,6855555,1170,6631,2268,12.772,131.184,0.0,0.0
15392,2013716,1170,6632,2268,12.771,131.186,0.0,0.0
15687,2040356,1170,6633,2268,12.771,131.187,0.0,0.0
15861,6708484,1170,6634,2268,12.772,131.189,0.0,0.0
16121,5909196,1170,6635,2268,12.772,131.191,0.0,0.0
16228,3562015,1170,6636,2268,12.772,131.19299999999998,0.0,0.0
14319,256674,1170,6637,2268,12.772,131.194,0.0,0.0
16270,5679818,1170,6638,2268,12.772,131.196,0.0,0.0
14222,7702322,1170,6639,2268,12.771,131.19799999999998,0.0,0.0
15539,7565680,1170,6640,2268,12.771,131.2,0.0,0.0
15592,343072,1170,6641,2268,12.771,131.201,0.0,0.0
15649,7482534,1170,6642,2268,12.771,131.203,0.0,0.0
15915,2400716,1170,6643,2268,12.771,131.205,0.0,0.0
14837,8017408,1170,6644,2268,12.771,131.207,0.0,0.0
16427,1345264,1170,6645,2268,12.771,131.208,0.0,0.0
14341,7706459,1170,6646,2268,12.77,131.21,0.0,0.0
