,Unnamed: 0,Vehicle_ID,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc
1780,4680209,2484,9001,2434,52.682,8.971,9.75,0.0
1454,831316,2484,9002,2434,52.688,9.945,9.75,0.0
1404,4195544,2484,9003,2434,52.69300000000001,10.92,9.75,0.0
1158,4493432,2484,9004,2434,52.698,11.895,9.75,0.0
2334,1866818,2484,9005,2434,52.703,12.87,9.75,0.0
15,2677085,2484,9006,2434,52.708,13.845,9.75,0.0
971,5346004,2484,9007,2434,52.714,14.82,9.75,0.0
170,2670110,2484,9008,2434,52.719,15.795,9.75,0.0
1789,2242354,2484,9009,2434,52.724,16.77,9.75,0.0
695,2508278,2484,9010,2434,52.729,17.745,9.75,0.0
999,5918053,2484,9011,2434,52.735,18.72,9.75,0.0
1196,1662405,2484,9012,2434,52.74,19.695,9.75,0.0
866,1354149,2484,9013,2434,52.745,20.67,9.75,0.0
346,6502294,2484,9014,2434,52.75,21.645,9.75,0.0
1651,6261202,2484,9015,2434,52.756,22.62,9.75,0.0
171,3910659,2484,9016,2434,52.761,23.595,9.75,-0.04
874,1096778,2484,9017,2434,52.76600000000001,24.57,9.74,-0.09
2145,6915029,2484,9018,2434,52.772,25.541,9.75,0.21
1257,4150996,2484,9019,2434,52.773,26.512,9.82,1.13
321,2167345,2484,9020,2434,52.778,27.492,10.0,2.33
906,1730610,2484,9021,2434,52.806,28.499,10.25,2.91
1507,4767892,2484,9022,2434,52.864,29.542,10.5,2.33
979,6154098,2484,9023,2434,52.945,30.611,10.67,1.13
1337,2809003,2484,9024,2434,53.03,31.69,10.75,0.2
1915,778127,2484,9025,2434,53.11,32.768,10.76,-0.1
1557,2399838,2484,9026,2434,53.192,33.843,10.75,-0.04
2221,3004299,2484,9027,2434,53.272,34.917,10.74,0.0
2366,1887495,2484,9028,2434,53.354,35.992,10.75,0.0
2014,3658587,2484,9029,2434,53.434,37.066,10.75,0.0
545,2479626,2484,9030,2434,53.515,38.141,10.75,0.0
613,5961632,2484,9031,2434,53.596,39.216,10.75,0.0
941,1497877,2484,9032,2434,53.676,40.291,10.75,0.0
640,6484148,2484,9033,2434,53.758,41.365,10.75,0.0
2183,5896491,2484,9034,2434,53.838,42.431,10.83,1.35
1826,4061809,2484,9035,2434,53.919,43.514,11.02,2.53
711,562545,2484,9036,2434,54.0,44.635,11.17,1.28
425,880656,2484,9037,2434,54.07899999999999,45.772,11.18,-1.09
