,Unnamed: 0,Vehicle_ID,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc
5913,3725046,137,950,2382,22.019,33.863,14.62,0.0
6450,4376069,137,951,2382,22.996,34.405,14.62,0.0
5942,7451081,137,952,2382,22.932,35.903,14.62,0.0
5991,7433846,137,953,2382,23.326,38.423,14.62,0.0
6668,5157407,137,954,2382,23.284,39.421,14.62,0.0
6181,7451517,137,955,2382,23.25,41.213,14.62,-10.32
5076,575982,137,956,2382,23.161,42.604,13.44,-11.2
6953,2672196,137,957,2382,23.096,43.881,12.6,-7.63
5303,4054118,137,958,2382,23.027,45.007,12.49,5.98
5801,3002680,137,959,2382,22.969,46.25100000000001,13.27,10.37
5990,1078882,137,960,2382,22.97,47.664,14.02,7.57
6136,2720637,137,961,2382,23.032,49.172,14.02,-5.21
5875,6267173,137,962,2382,23.151,50.562,13.04,-11.43
7001,3530975,137,963,2382,23.23,51.777,11.4,-12.27
6810,6942412,137,964,2382,23.241,52.832,9.66,-10.45
6367,6854202,137,965,2382,23.197,53.733,8.2,-11.15
6340,6865609,137,966,2382,23.148000000000003,54.47,7.2,-7.17
4941,372466,137,967,2382,23.117,55.11600000000001,6.73,-1.85
6133,8559781,137,968,2382,23.093000000000004,55.765,6.61,0.27
6709,7495209,137,969,2382,23.062,56.424,6.6,0.23
6283,8054951,137,970,2382,23.018,57.073,6.72,0.71
6835,8601189,137,971,2382,22.983,57.734,7.07,6.73
6392,8386754,137,972,2382,23.012,58.459,7.57,7.68
5039,433884,137,973,2382,23.104,59.275,7.86,2.93
4949,8216651,137,974,2382,23.247,60.117,7.45,-8.93
5009,3383076,137,975,2382,23.346,60.817,6.32,-12.27
7045,6360595,137,976,2382,23.378,61.38399999999999,4.99,-11.95
6503,5562329,137,977,2382,23.354,61.795,4.07,-5.92
6221,4633020,137,978,2382,23.323,62.12600000000001,3.77,0.64
6205,5792377,137,979,2382,23.304,62.495,3.79,1.55
5005,8601501,137,980,2382,23.289,62.91,3.7,-2.89
5220,603864,137,981,2382,23.273000000000003,63.285,3.33,-5.71
6178,8117792,137,982,2382,23.26,63.575,2.97,-2.86
5235,7188232,137,983,2382,23.249,63.82899999999999,2.87,1.53
5484,1028275,137,984,2382,23.237,64.119,2.95,1.57
6134,5814517,137,985,2382,23.223000000000006,64.44800000000001,2.89,-2.61
5711,1541321,137,986,2382,23.211,64.747,2.52,-5.76
5180,460860,137,987,2382,23.201,64.965,2.03,-4.62
6793,5821865,137,988,2382,23.194000000000006,65.124,1.73,-1.51
5481,8435801,137,989,2382,23.188,65.275,1.65,0.44
7133,3832258,137,990,2382,23.181,65.441,1.68,0.46
6862,7667280,137,991,2382,23.173,65.626,1.6,-1.77
7108,8397524,137,992,2382,23.166,65.795,1.27,-4.64
6604,42168,137,993,2382,23.162,65.89699999999999,0.88,-4.19
